#\ title = 
#\ xlabel = $M_{\pi^{+},\pi^{-},\pi^{0}}$
#\ ylabel = $M_{\pi^{+},\pi^{-},\eta}$
#\ zlabel = content
#\ nbins_x = 100
#\ nbins_y = 50
#\ x_edge_min = 0.41999999999999993
#\ y_edge_min = 0.9
#\ x_bin_width  = 0.009600000000000053
#\ y_bin_width  = 0.0023999999999999577
#! x_bin_center[f,0]/ y_bin_center[f,1]/ bin_content[f,2]/ bin_error[f,3]/ i_x[i,4]/ i_y[i,5]/  
  0.6648 0.9732 2.0 1.4142135623730951  25 30 
  0.6648 0.9756 1.0 1.0  25 31 
  0.6648 0.978 3.0 1.7320508075688772  25 32 
  0.6648 0.9804 1.0 1.0  25 33 
  0.6648 0.9828 2.0 1.4142135623730951  25 34 
  0.6648 0.9876 1.0 1.0  25 36 
  0.6648 0.9924 2.0 1.4142135623730951  25 38 
  0.6648 0.9972 4.0 2.0  25 40 
  0.6648 1.0044 1.0 1.0  25 43 
  0.6648 1.0068000000000001 1.0 1.0  25 44 
  0.6648 1.0116 2.0 1.4142135623730951  25 46 
  0.6648 1.0139999999999998 1.0 1.0  25 47 
  0.6648 1.0164 1.0 1.0  25 48 
  0.6744 0.9132 1.0 1.0  26 5 
  0.6744 0.9228 1.0 1.0  26 9 
  0.6744 0.9252 1.0 1.0  26 10 
  0.6744 0.9276 1.0 1.0  26 11 
  0.6744 0.93 1.0 1.0  26 12 
  0.6744 0.9324 1.0 1.0  26 13 
  0.6744 0.9348 2.0 1.4142135623730951  26 14 
  0.6744 0.9396 2.0 1.4142135623730951  26 16 
  0.6744 0.942 5.0 2.23606797749979  26 17 
  0.6744 0.9444 7.0 2.6457513110645907  26 18 
  0.6744 0.9468 14.0 3.7416573867739413  26 19 
  0.6744 0.9492 16.0 4.0  26 20 
  0.6744 0.9516 29.0 5.385164807134504  26 21 
  0.6744 0.954 42.0 6.48074069840786  26 22 
  0.6744 0.9564 45.0 6.708203932499369  26 23 
  0.6744 0.9588 43.0 6.557438524302  26 24 
  0.6744 0.9611999999999999 30.0 5.477225575051661  26 25 
  0.6744 0.9636 25.0 5.0  26 26 
  0.6744 0.966 7.0 2.6457513110645907  26 27 
  0.6744 0.9684 15.0 3.872983346207417  26 28 
  0.6744 0.9708 13.0 3.605551275463989  26 29 
  0.6744 0.9732 3.0 1.7320508075688772  26 30 
  0.6744 0.9756 3.0 1.7320508075688772  26 31 
  0.6744 0.978 7.0 2.6457513110645907  26 32 
  0.6744 0.9804 4.0 2.0  26 33 
  0.6744 0.9828 4.0 2.0  26 34 
  0.6744 0.9852 1.0 1.0  26 35 
  0.6744 0.99 3.0 1.7320508075688772  26 37 
  0.6744 1.0044 1.0 1.0  26 43 
  0.6744 1.0164 1.0 1.0  26 48 
  0.684 0.9108 1.0 1.0  27 4 
  0.684 0.9156 1.0 1.0  27 6 
  0.684 0.9252 1.0 1.0  27 10 
  0.684 0.9276 1.0 1.0  27 11 
  0.684 0.9348 1.0 1.0  27 14 
  0.684 0.9372 1.0 1.0  27 15 
  0.684 0.9396 4.0 2.0  27 16 
  0.684 0.942 3.0 1.7320508075688772  27 17 
  0.684 0.9444 4.0 2.0  27 18 
  0.684 0.9468 8.0 2.8284271247461903  27 19 
  0.684 0.9492 13.0 3.605551275463989  27 20 
  0.684 0.9516 20.0 4.47213595499958  27 21 
  0.684 0.954 30.0 5.477225575051661  27 22 
  0.684 0.9564 36.0 6.0  27 23 
  0.684 0.9588 40.0 6.324555320336759  27 24 
  0.684 0.9611999999999999 45.0 6.708203932499369  27 25 
  0.684 0.9636 27.0 5.196152422706632  27 26 
  0.684 0.966 20.0 4.47213595499958  27 27 
  0.684 0.9684 17.0 4.123105625617661  27 28 
  0.684 0.9708 13.0 3.605551275463989  27 29 
  0.684 0.9732 6.0 2.449489742783178  27 30 
  0.684 0.9756 7.0 2.6457513110645907  27 31 
  0.684 0.978 3.0 1.7320508075688772  27 32 
  0.684 0.9804 2.0 1.4142135623730951  27 33 
  0.684 0.9852 1.0 1.0  27 35 
  0.684 0.9876 1.0 1.0  27 36 
  0.684 0.9948 1.0 1.0  27 39 
  0.684 0.9972 1.0 1.0  27 40 
  0.684 0.9995999999999999 1.0 1.0  27 41 
  0.684 1.0019999999999998 2.0 1.4142135623730951  27 42 
  0.684 1.0091999999999999 1.0 1.0  27 45 
  0.684 1.0188000000000001 1.0 1.0  27 49 
  0.6936 0.93 2.0 1.4142135623730951  28 12 
  0.6936 0.9324 1.0 1.0  28 13 
  0.6936 0.9348 4.0 2.0  28 14 
  0.6936 0.9372 3.0 1.7320508075688772  28 15 
  0.6936 0.9396 3.0 1.7320508075688772  28 16 
  0.6936 0.942 3.0 1.7320508075688772  28 17 
  0.6936 0.9444 10.0 3.1622776601683795  28 18 
  0.6936 0.9468 12.0 3.4641016151377544  28 19 
  0.6936 0.9492 17.0 4.123105625617661  28 20 
  0.6936 0.9516 23.0 4.795831523312719  28 21 
  0.6936 0.954 41.0 6.4031242374328485  28 22 
  0.6936 0.9564 57.0 7.54983443527075  28 23 
  0.6936 0.9588 44.0 6.6332495807108  28 24 
  0.6936 0.9611999999999999 38.0 6.164414002968976  28 25 
  0.6936 0.9636 30.0 5.477225575051661  28 26 
  0.6936 0.966 23.0 4.795831523312719  28 27 
  0.6936 0.9684 10.0 3.1622776601683795  28 28 
  0.6936 0.9708 8.0 2.8284271247461903  28 29 
  0.6936 0.9732 3.0 1.7320508075688772  28 30 
  0.6936 0.9756 5.0 2.23606797749979  28 31 
  0.6936 0.978 4.0 2.0  28 32 
  0.6936 0.9804 1.0 1.0  28 33 
  0.6936 0.9828 1.0 1.0  28 34 
  0.6936 0.9852 1.0 1.0  28 35 
  0.6936 0.9876 2.0 1.4142135623730951  28 36 
  0.6936 1.0139999999999998 1.0 1.0  28 47 
  0.6936 1.0164 2.0 1.4142135623730951  28 48 
  0.7031999999999999 0.9132 1.0 1.0  29 5 
  0.7031999999999999 0.918 1.0 1.0  29 7 
  0.7031999999999999 0.9204 1.0 1.0  29 8 
  0.7031999999999999 0.9228 1.0 1.0  29 9 
  0.7031999999999999 0.9252 2.0 1.4142135623730951  29 10 
  0.7031999999999999 0.9324 2.0 1.4142135623730951  29 13 
  0.7031999999999999 0.9348 1.0 1.0  29 14 
  0.7031999999999999 0.9372 1.0 1.0  29 15 
  0.7031999999999999 0.9396 3.0 1.7320508075688772  29 16 
  0.7031999999999999 0.942 3.0 1.7320508075688772  29 17 
  0.7031999999999999 0.9444 11.0 3.3166247903554  29 18 
  0.7031999999999999 0.9468 14.0 3.7416573867739413  29 19 
  0.7031999999999999 0.9492 22.0 4.69041575982343  29 20 
  0.7031999999999999 0.9516 24.0 4.898979485566356  29 21 
  0.7031999999999999 0.954 39.0 6.244997998398398  29 22 
  0.7031999999999999 0.9564 49.0 7.0  29 23 
  0.7031999999999999 0.9588 51.0 7.14142842854285  29 24 
  0.7031999999999999 0.9611999999999999 44.0 6.6332495807108  29 25 
  0.7031999999999999 0.9636 33.0 5.744562646538029  29 26 
  0.7031999999999999 0.966 28.0 5.291502622129181  29 27 
  0.7031999999999999 0.9684 16.0 4.0  29 28 
  0.7031999999999999 0.9708 10.0 3.1622776601683795  29 29 
  0.7031999999999999 0.9732 4.0 2.0  29 30 
  0.7031999999999999 0.9756 3.0 1.7320508075688772  29 31 
  0.7031999999999999 0.978 5.0 2.23606797749979  29 32 
  0.7031999999999999 0.9804 3.0 1.7320508075688772  29 33 
  0.7031999999999999 0.9828 1.0 1.0  29 34 
  0.7031999999999999 0.9852 4.0 2.0  29 35 
  0.7031999999999999 0.9876 5.0 2.23606797749979  29 36 
  0.7031999999999999 0.99 1.0 1.0  29 37 
  0.7031999999999999 0.9924 1.0 1.0  29 38 
  0.7031999999999999 0.9948 1.0 1.0  29 39 
  0.7031999999999999 0.9972 1.0 1.0  29 40 
  0.7031999999999999 1.0044 2.0 1.4142135623730951  29 43 
  0.7031999999999999 1.0091999999999999 2.0 1.4142135623730951  29 45 
  0.7031999999999999 1.0116 1.0 1.0  29 46 
  0.7031999999999999 1.0139999999999998 2.0 1.4142135623730951  29 47 
  0.7031999999999999 1.0188000000000001 1.0 1.0  29 49 
  0.7128 0.9108 1.0 1.0  30 4 
  0.7128 0.918 1.0 1.0  30 7 
  0.7128 0.9228 1.0 1.0  30 9 
  0.7128 0.9252 1.0 1.0  30 10 
  0.7128 0.9324 1.0 1.0  30 13 
  0.7128 0.9348 3.0 1.7320508075688772  30 14 
  0.7128 0.9396 4.0 2.0  30 16 
  0.7128 0.942 3.0 1.7320508075688772  30 17 
  0.7128 0.9444 6.0 2.449489742783178  30 18 
  0.7128 0.9468 15.0 3.872983346207417  30 19 
  0.7128 0.9492 13.0 3.605551275463989  30 20 
  0.7128 0.9516 38.0 6.164414002968976  30 21 
  0.7128 0.954 49.0 7.0  30 22 
  0.7128 0.9564 42.0 6.48074069840786  30 23 
  0.7128 0.9588 45.0 6.708203932499369  30 24 
  0.7128 0.9611999999999999 38.0 6.164414002968976  30 25 
  0.7128 0.9636 25.0 5.0  30 26 
  0.7128 0.966 21.0 4.58257569495584  30 27 
  0.7128 0.9684 14.0 3.7416573867739413  30 28 
  0.7128 0.9708 11.0 3.3166247903554  30 29 
  0.7128 0.9732 8.0 2.8284271247461903  30 30 
  0.7128 0.9756 7.0 2.6457513110645907  30 31 
  0.7128 0.978 8.0 2.8284271247461903  30 32 
  0.7128 0.9804 3.0 1.7320508075688772  30 33 
  0.7128 0.9828 3.0 1.7320508075688772  30 34 
  0.7128 0.9876 1.0 1.0  30 36 
  0.7128 0.99 2.0 1.4142135623730951  30 37 
  0.7128 0.9972 1.0 1.0  30 40 
  0.7128 1.0019999999999998 1.0 1.0  30 42 
  0.7128 1.0044 1.0 1.0  30 43 
  0.7128 1.0068000000000001 1.0 1.0  30 44 
  0.7128 1.0116 1.0 1.0  30 46 
  0.7128 1.0164 1.0 1.0  30 48 
  0.7224 0.9276 1.0 1.0  31 11 
  0.7224 0.93 1.0 1.0  31 12 
  0.7224 0.9324 2.0 1.4142135623730951  31 13 
  0.7224 0.9372 3.0 1.7320508075688772  31 15 
  0.7224 0.9396 6.0 2.449489742783178  31 16 
  0.7224 0.942 5.0 2.23606797749979  31 17 
  0.7224 0.9444 7.0 2.6457513110645907  31 18 
  0.7224 0.9468 7.0 2.6457513110645907  31 19 
  0.7224 0.9492 21.0 4.58257569495584  31 20 
  0.7224 0.9516 28.0 5.291502622129181  31 21 
  0.7224 0.954 46.0 6.782329983125268  31 22 
  0.7224 0.9564 58.0 7.615773105863909  31 23 
  0.7224 0.9588 52.0 7.211102550927978  31 24 
  0.7224 0.9611999999999999 46.0 6.782329983125268  31 25 
  0.7224 0.9636 15.0 3.872983346207417  31 26 
  0.7224 0.966 21.0 4.58257569495584  31 27 
  0.7224 0.9684 17.0 4.123105625617661  31 28 
  0.7224 0.9708 12.0 3.4641016151377544  31 29 
  0.7224 0.9732 6.0 2.449489742783178  31 30 
  0.7224 0.9756 5.0 2.23606797749979  31 31 
  0.7224 0.978 6.0 2.449489742783178  31 32 
  0.7224 0.9804 2.0 1.4142135623730951  31 33 
  0.7224 0.9828 2.0 1.4142135623730951  31 34 
  0.7224 0.9876 3.0 1.7320508075688772  31 36 
  0.7224 0.9924 3.0 1.7320508075688772  31 38 
  0.7224 0.9948 1.0 1.0  31 39 
  0.7224 0.9972 1.0 1.0  31 40 
  0.7224 1.0019999999999998 2.0 1.4142135623730951  31 42 
  0.7224 1.0068000000000001 1.0 1.0  31 44 
  0.7224 1.0091999999999999 1.0 1.0  31 45 
  0.7224 1.0139999999999998 2.0 1.4142135623730951  31 47 
  0.7224 1.0164 1.0 1.0  31 48 
  0.7224 1.0188000000000001 1.0 1.0  31 49 
  0.732 0.9012 1.0 1.0  32 0 
  0.732 0.9036 1.0 1.0  32 1 
  0.732 0.9108 1.0 1.0  32 4 
  0.732 0.9156 1.0 1.0  32 6 
  0.732 0.918 1.0 1.0  32 7 
  0.732 0.9204 1.0 1.0  32 8 
  0.732 0.9324 1.0 1.0  32 13 
  0.732 0.9372 2.0 1.4142135623730951  32 15 
  0.732 0.9396 6.0 2.449489742783178  32 16 
  0.732 0.942 9.0 3.0  32 17 
  0.732 0.9444 4.0 2.0  32 18 
  0.732 0.9468 10.0 3.1622776601683795  32 19 
  0.732 0.9492 17.0 4.123105625617661  32 20 
  0.732 0.9516 24.0 4.898979485566356  32 21 
  0.732 0.954 37.0 6.082762530298219  32 22 
  0.732 0.9564 46.0 6.782329983125268  32 23 
  0.732 0.9588 48.0 6.928203230275509  32 24 
  0.732 0.9611999999999999 40.0 6.324555320336759  32 25 
  0.732 0.9636 26.0 5.0990195135927845  32 26 
  0.732 0.966 28.0 5.291502622129181  32 27 
  0.732 0.9684 11.0 3.3166247903554  32 28 
  0.732 0.9708 17.0 4.123105625617661  32 29 
  0.732 0.9732 2.0 1.4142135623730951  32 30 
  0.732 0.9756 4.0 2.0  32 31 
  0.732 0.978 2.0 1.4142135623730951  32 32 
  0.732 0.9804 1.0 1.0  32 33 
  0.732 0.9828 1.0 1.0  32 34 
  0.732 0.9852 2.0 1.4142135623730951  32 35 
  0.732 0.9876 5.0 2.23606797749979  32 36 
  0.732 0.99 1.0 1.0  32 37 
  0.732 0.9924 3.0 1.7320508075688772  32 38 
  0.732 0.9948 1.0 1.0  32 39 
  0.732 0.9972 2.0 1.4142135623730951  32 40 
  0.732 0.9995999999999999 2.0 1.4142135623730951  32 41 
  0.732 1.0019999999999998 2.0 1.4142135623730951  32 42 
  0.732 1.0044 2.0 1.4142135623730951  32 43 
  0.732 1.0068000000000001 3.0 1.7320508075688772  32 44 
  0.732 1.0116 3.0 1.7320508075688772  32 46 
  0.732 1.0139999999999998 2.0 1.4142135623730951  32 47 
  0.732 1.0164 1.0 1.0  32 48 
  0.732 1.0188000000000001 1.0 1.0  32 49 
  0.7415999999999999 0.918 2.0 1.4142135623730951  33 7 
  0.7415999999999999 0.9228 1.0 1.0  33 9 
  0.7415999999999999 0.9252 1.0 1.0  33 10 
  0.7415999999999999 0.9276 2.0 1.4142135623730951  33 11 
  0.7415999999999999 0.9324 3.0 1.7320508075688772  33 13 
  0.7415999999999999 0.9348 1.0 1.0  33 14 
  0.7415999999999999 0.9372 1.0 1.0  33 15 
  0.7415999999999999 0.9396 2.0 1.4142135623730951  33 16 
  0.7415999999999999 0.942 9.0 3.0  33 17 
  0.7415999999999999 0.9444 8.0 2.8284271247461903  33 18 
  0.7415999999999999 0.9468 14.0 3.7416573867739413  33 19 
  0.7415999999999999 0.9492 14.0 3.7416573867739413  33 20 
  0.7415999999999999 0.9516 24.0 4.898979485566356  33 21 
  0.7415999999999999 0.954 48.0 6.928203230275509  33 22 
  0.7415999999999999 0.9564 47.0 6.855654600401044  33 23 
  0.7415999999999999 0.9588 50.0 7.0710678118654755  33 24 
  0.7415999999999999 0.9611999999999999 47.0 6.855654600401044  33 25 
  0.7415999999999999 0.9636 34.0 5.830951894845301  33 26 
  0.7415999999999999 0.966 18.0 4.242640687119285  33 27 
  0.7415999999999999 0.9684 19.0 4.358898943540674  33 28 
  0.7415999999999999 0.9708 18.0 4.242640687119285  33 29 
  0.7415999999999999 0.9732 12.0 3.4641016151377544  33 30 
  0.7415999999999999 0.9756 9.0 3.0  33 31 
  0.7415999999999999 0.978 5.0 2.23606797749979  33 32 
  0.7415999999999999 0.9804 5.0 2.23606797749979  33 33 
  0.7415999999999999 0.9828 3.0 1.7320508075688772  33 34 
  0.7415999999999999 0.9852 3.0 1.7320508075688772  33 35 
  0.7415999999999999 0.9876 3.0 1.7320508075688772  33 36 
  0.7415999999999999 0.99 5.0 2.23606797749979  33 37 
  0.7415999999999999 0.9924 1.0 1.0  33 38 
  0.7415999999999999 0.9948 3.0 1.7320508075688772  33 39 
  0.7415999999999999 0.9972 4.0 2.0  33 40 
  0.7415999999999999 0.9995999999999999 1.0 1.0  33 41 
  0.7415999999999999 1.0019999999999998 4.0 2.0  33 42 
  0.7415999999999999 1.0044 4.0 2.0  33 43 
  0.7415999999999999 1.0068000000000001 6.0 2.449489742783178  33 44 
  0.7415999999999999 1.0091999999999999 4.0 2.0  33 45 
  0.7415999999999999 1.0116 1.0 1.0  33 46 
  0.7415999999999999 1.0139999999999998 1.0 1.0  33 47 
  0.7415999999999999 1.0164 7.0 2.6457513110645907  33 48 
  0.7415999999999999 1.0188000000000001 3.0 1.7320508075688772  33 49 
  0.7512 0.9036 1.0 1.0  34 1 
  0.7512 0.906 2.0 1.4142135623730951  34 2 
  0.7512 0.9108 2.0 1.4142135623730951  34 4 
  0.7512 0.9132 2.0 1.4142135623730951  34 5 
  0.7512 0.9156 2.0 1.4142135623730951  34 6 
  0.7512 0.9204 1.0 1.0  34 8 
  0.7512 0.9228 1.0 1.0  34 9 
  0.7512 0.9252 1.0 1.0  34 10 
  0.7512 0.9276 1.0 1.0  34 11 
  0.7512 0.93 6.0 2.449489742783178  34 12 
  0.7512 0.9324 1.0 1.0  34 13 
  0.7512 0.9348 3.0 1.7320508075688772  34 14 
  0.7512 0.9372 3.0 1.7320508075688772  34 15 
  0.7512 0.9396 6.0 2.449489742783178  34 16 
  0.7512 0.942 9.0 3.0  34 17 
  0.7512 0.9444 13.0 3.605551275463989  34 18 
  0.7512 0.9468 20.0 4.47213595499958  34 19 
  0.7512 0.9492 28.0 5.291502622129181  34 20 
  0.7512 0.9516 35.0 5.916079783099616  34 21 
  0.7512 0.954 37.0 6.082762530298219  34 22 
  0.7512 0.9564 58.0 7.615773105863909  34 23 
  0.7512 0.9588 49.0 7.0  34 24 
  0.7512 0.9611999999999999 39.0 6.244997998398398  34 25 
  0.7512 0.9636 31.0 5.5677643628300215  34 26 
  0.7512 0.966 27.0 5.196152422706632  34 27 
  0.7512 0.9684 14.0 3.7416573867739413  34 28 
  0.7512 0.9708 15.0 3.872983346207417  34 29 
  0.7512 0.9732 12.0 3.4641016151377544  34 30 
  0.7512 0.9756 7.0 2.6457513110645907  34 31 
  0.7512 0.978 6.0 2.449489742783178  34 32 
  0.7512 0.9804 10.0 3.1622776601683795  34 33 
  0.7512 0.9828 7.0 2.6457513110645907  34 34 
  0.7512 0.9852 9.0 3.0  34 35 
  0.7512 0.9876 10.0 3.1622776601683795  34 36 
  0.7512 0.99 7.0 2.6457513110645907  34 37 
  0.7512 0.9924 8.0 2.8284271247461903  34 38 
  0.7512 0.9948 4.0 2.0  34 39 
  0.7512 0.9972 15.0 3.872983346207417  34 40 
  0.7512 0.9995999999999999 6.0 2.449489742783178  34 41 
  0.7512 1.0019999999999998 7.0 2.6457513110645907  34 42 
  0.7512 1.0044 7.0 2.6457513110645907  34 43 
  0.7512 1.0068000000000001 5.0 2.23606797749979  34 44 
  0.7512 1.0091999999999999 11.0 3.3166247903554  34 45 
  0.7512 1.0116 8.0 2.8284271247461903  34 46 
  0.7512 1.0139999999999998 10.0 3.1622776601683795  34 47 
  0.7512 1.0164 12.0 3.4641016151377544  34 48 
  0.7512 1.0188000000000001 11.0 3.3166247903554  34 49 
  0.7608 0.9012 4.0 2.0  35 0 
  0.7608 0.9036 6.0 2.449489742783178  35 1 
  0.7608 0.906 3.0 1.7320508075688772  35 2 
  0.7608 0.9084 3.0 1.7320508075688772  35 3 
  0.7608 0.9108 1.0 1.0  35 4 
  0.7608 0.9132 3.0 1.7320508075688772  35 5 
  0.7608 0.9156 8.0 2.8284271247461903  35 6 
  0.7608 0.918 8.0 2.8284271247461903  35 7 
  0.7608 0.9204 6.0 2.449489742783178  35 8 
  0.7608 0.9228 6.0 2.449489742783178  35 9 
  0.7608 0.9252 8.0 2.8284271247461903  35 10 
  0.7608 0.9276 9.0 3.0  35 11 
  0.7608 0.93 4.0 2.0  35 12 
  0.7608 0.9324 7.0 2.6457513110645907  35 13 
  0.7608 0.9348 13.0 3.605551275463989  35 14 
  0.7608 0.9372 12.0 3.4641016151377544  35 15 
  0.7608 0.9396 10.0 3.1622776601683795  35 16 
  0.7608 0.942 9.0 3.0  35 17 
  0.7608 0.9444 21.0 4.58257569495584  35 18 
  0.7608 0.9468 18.0 4.242640687119285  35 19 
  0.7608 0.9492 32.0 5.656854249492381  35 20 
  0.7608 0.9516 35.0 5.916079783099616  35 21 
  0.7608 0.954 60.0 7.745966692414834  35 22 
  0.7608 0.9564 67.0 8.18535277187245  35 23 
  0.7608 0.9588 51.0 7.14142842854285  35 24 
  0.7608 0.9611999999999999 45.0 6.708203932499369  35 25 
  0.7608 0.9636 37.0 6.082762530298219  35 26 
  0.7608 0.966 16.0 4.0  35 27 
  0.7608 0.9684 25.0 5.0  35 28 
  0.7608 0.9708 22.0 4.69041575982343  35 29 
  0.7608 0.9732 29.0 5.385164807134504  35 30 
  0.7608 0.9756 22.0 4.69041575982343  35 31 
  0.7608 0.978 24.0 4.898979485566356  35 32 
  0.7608 0.9804 13.0 3.605551275463989  35 33 
  0.7608 0.9828 22.0 4.69041575982343  35 34 
  0.7608 0.9852 19.0 4.358898943540674  35 35 
  0.7608 0.9876 21.0 4.58257569495584  35 36 
  0.7608 0.99 18.0 4.242640687119285  35 37 
  0.7608 0.9924 25.0 5.0  35 38 
  0.7608 0.9948 22.0 4.69041575982343  35 39 
  0.7608 0.9972 8.0 2.8284271247461903  35 40 
  0.7608 0.9995999999999999 33.0 5.744562646538029  35 41 
  0.7608 1.0019999999999998 25.0 5.0  35 42 
  0.7608 1.0044 19.0 4.358898943540674  35 43 
  0.7608 1.0068000000000001 15.0 3.872983346207417  35 44 
  0.7608 1.0091999999999999 14.0 3.7416573867739413  35 45 
  0.7608 1.0116 27.0 5.196152422706632  35 46 
  0.7608 1.0139999999999998 26.0 5.0990195135927845  35 47 
  0.7608 1.0164 22.0 4.69041575982343  35 48 
  0.7608 1.0188000000000001 29.0 5.385164807134504  35 49 
  0.7704 0.9012 9.0 3.0  36 0 
  0.7704 0.9036 9.0 3.0  36 1 
  0.7704 0.906 7.0 2.6457513110645907  36 2 
  0.7704 0.9084 5.0 2.23606797749979  36 3 
  0.7704 0.9108 12.0 3.4641016151377544  36 4 
  0.7704 0.9132 8.0 2.8284271247461903  36 5 
  0.7704 0.9156 8.0 2.8284271247461903  36 6 
  0.7704 0.918 9.0 3.0  36 7 
  0.7704 0.9204 9.0 3.0  36 8 
  0.7704 0.9228 7.0 2.6457513110645907  36 9 
  0.7704 0.9252 13.0 3.605551275463989  36 10 
  0.7704 0.9276 17.0 4.123105625617661  36 11 
  0.7704 0.93 14.0 3.7416573867739413  36 12 
  0.7704 0.9324 17.0 4.123105625617661  36 13 
  0.7704 0.9348 16.0 4.0  36 14 
  0.7704 0.9372 23.0 4.795831523312719  36 15 
  0.7704 0.9396 22.0 4.69041575982343  36 16 
  0.7704 0.942 32.0 5.656854249492381  36 17 
  0.7704 0.9444 20.0 4.47213595499958  36 18 
  0.7704 0.9468 29.0 5.385164807134504  36 19 
  0.7704 0.9492 37.0 6.082762530298219  36 20 
  0.7704 0.9516 55.0 7.416198487095663  36 21 
  0.7704 0.954 68.0 8.246211251235321  36 22 
  0.7704 0.9564 78.0 8.831760866327848  36 23 
  0.7704 0.9588 74.0 8.602325267042627  36 24 
  0.7704 0.9611999999999999 60.0 7.745966692414834  36 25 
  0.7704 0.9636 49.0 7.0  36 26 
  0.7704 0.966 54.0 7.3484692283495345  36 27 
  0.7704 0.9684 55.0 7.416198487095663  36 28 
  0.7704 0.9708 52.0 7.211102550927978  36 29 
  0.7704 0.9732 38.0 6.164414002968976  36 30 
  0.7704 0.9756 41.0 6.4031242374328485  36 31 
  0.7704 0.978 41.0 6.4031242374328485  36 32 
  0.7704 0.9804 41.0 6.4031242374328485  36 33 
  0.7704 0.9828 30.0 5.477225575051661  36 34 
  0.7704 0.9852 43.0 6.557438524302  36 35 
  0.7704 0.9876 50.0 7.0710678118654755  36 36 
  0.7704 0.99 44.0 6.6332495807108  36 37 
  0.7704 0.9924 38.0 6.164414002968976  36 38 
  0.7704 0.9948 48.0 6.928203230275509  36 39 
  0.7704 0.9972 43.0 6.557438524302  36 40 
  0.7704 0.9995999999999999 40.0 6.324555320336759  36 41 
  0.7704 1.0019999999999998 37.0 6.082762530298219  36 42 
  0.7704 1.0044 61.0 7.810249675906654  36 43 
  0.7704 1.0068000000000001 59.0 7.681145747868608  36 44 
  0.7704 1.0091999999999999 54.0 7.3484692283495345  36 45 
  0.7704 1.0116 67.0 8.18535277187245  36 46 
  0.7704 1.0139999999999998 66.0 8.12403840463596  36 47 
  0.7704 1.0164 66.0 8.12403840463596  36 48 
  0.7704 1.0188000000000001 59.0 7.681145747868608  36 49 
  0.7799999999999999 0.9012 8.0 2.8284271247461903  37 0 
  0.7799999999999999 0.9036 10.0 3.1622776601683795  37 1 
  0.7799999999999999 0.906 11.0 3.3166247903554  37 2 
  0.7799999999999999 0.9084 10.0 3.1622776601683795  37 3 
  0.7799999999999999 0.9108 12.0 3.4641016151377544  37 4 
  0.7799999999999999 0.9132 15.0 3.872983346207417  37 5 
  0.7799999999999999 0.9156 11.0 3.3166247903554  37 6 
  0.7799999999999999 0.918 24.0 4.898979485566356  37 7 
  0.7799999999999999 0.9204 8.0 2.8284271247461903  37 8 
  0.7799999999999999 0.9228 20.0 4.47213595499958  37 9 
  0.7799999999999999 0.9252 24.0 4.898979485566356  37 10 
  0.7799999999999999 0.9276 20.0 4.47213595499958  37 11 
  0.7799999999999999 0.93 17.0 4.123105625617661  37 12 
  0.7799999999999999 0.9324 24.0 4.898979485566356  37 13 
  0.7799999999999999 0.9348 19.0 4.358898943540674  37 14 
  0.7799999999999999 0.9372 30.0 5.477225575051661  37 15 
  0.7799999999999999 0.9396 32.0 5.656854249492381  37 16 
  0.7799999999999999 0.942 28.0 5.291502622129181  37 17 
  0.7799999999999999 0.9444 38.0 6.164414002968976  37 18 
  0.7799999999999999 0.9468 33.0 5.744562646538029  37 19 
  0.7799999999999999 0.9492 50.0 7.0710678118654755  37 20 
  0.7799999999999999 0.9516 66.0 8.12403840463596  37 21 
  0.7799999999999999 0.954 69.0 8.306623862918075  37 22 
  0.7799999999999999 0.9564 79.0 8.888194417315589  37 23 
  0.7799999999999999 0.9588 110.0 10.488088481701515  37 24 
  0.7799999999999999 0.9611999999999999 90.0 9.486832980505138  37 25 
  0.7799999999999999 0.9636 62.0 7.874007874011811  37 26 
  0.7799999999999999 0.966 61.0 7.810249675906654  37 27 
  0.7799999999999999 0.9684 59.0 7.681145747868608  37 28 
  0.7799999999999999 0.9708 51.0 7.14142842854285  37 29 
  0.7799999999999999 0.9732 49.0 7.0  37 30 
  0.7799999999999999 0.9756 54.0 7.3484692283495345  37 31 
  0.7799999999999999 0.978 44.0 6.6332495807108  37 32 
  0.7799999999999999 0.9804 45.0 6.708203932499369  37 33 
  0.7799999999999999 0.9828 54.0 7.3484692283495345  37 34 
  0.7799999999999999 0.9852 55.0 7.416198487095663  37 35 
  0.7799999999999999 0.9876 66.0 8.12403840463596  37 36 
  0.7799999999999999 0.99 61.0 7.810249675906654  37 37 
  0.7799999999999999 0.9924 58.0 7.615773105863909  37 38 
  0.7799999999999999 0.9948 65.0 8.06225774829855  37 39 
  0.7799999999999999 0.9972 72.0 8.48528137423857  37 40 
  0.7799999999999999 0.9995999999999999 64.0 8.0  37 41 
  0.7799999999999999 1.0019999999999998 69.0 8.306623862918075  37 42 
  0.7799999999999999 1.0044 66.0 8.12403840463596  37 43 
  0.7799999999999999 1.0068000000000001 71.0 8.426149773176359  37 44 
  0.7799999999999999 1.0091999999999999 65.0 8.06225774829855  37 45 
  0.7799999999999999 1.0116 64.0 8.0  37 46 
  0.7799999999999999 1.0139999999999998 74.0 8.602325267042627  37 47 
  0.7799999999999999 1.0164 90.0 9.486832980505138  37 48 
